hhid,adm1,adm2,res,pc_expenditure,sep_quintile,res_quintile,year,month,survey_wgt,afe,ea
58_6,Dakar,Pikine,Urban,6022632.5,4,4,2022,6,746.749325318474,6.653702313400262,58
58_7,Dakar,Pikine,Urban,7665083.5,5,5,2022,6,746.749325318474,6.211889305979922,58
58_13,Dakar,Pikine,Urban,2544865.75,2,1,2022,6,2628.77029828734,0.9929518987341772,58
58_9,Dakar,Pikine,Urban,8257622.5,5,5,2022,6,746.749325318474,2.2765803579223047,58
58_5,Dakar,Pikine,Urban,5604971,4,4,2022,6,746.749325318474,11.012824792666958,58
58_8,Dakar,Pikine,Urban,7215389,5,4,2022,6,746.749325318474,7.108232911392405,58
58_2,Dakar,Pikine,Urban,5464310,4,4,2022,6,746.749325318474,5.040988913138367,58
59_6,Dakar,Pikine,Urban,6918861,5,4,2021,11,694.93855255794,10.664905456132693,59
59_9,Dakar,Pikine,Urban,1942482.375,1,1,2021,11,694.93855255794,1.9258786556089045,59
59_1,Dakar,Pikine,Urban,6351546,4,4,2021,11,694.93855255794,8.164773810563073,59
59_8,Dakar,Pikine,Urban,8817803,5,5,2021,11,694.93855255794,10.731136796158882,59
59_4,Dakar,Pikine,Urban,4815518,4,3,2021,11,694.93855255794,5.687692012221738,59
59_3,Dakar,Pikine,Urban,2100473.25,1,1,2021,11,694.93855255794,5.418901789611524,59
59_5,Dakar,Pikine,Urban,11684778,5,5,2021,11,694.93855255794,11.711373548668703,59
59_10,Dakar,Pikine,Urban,2114050.25,1,1,2021,11,694.93855255794,5.359556176342209,59
59_7,Dakar,Pikine,Urban,5891762.5,4,4,2021,11,694.93855255794,5.736230467044958,59
59_12,Dakar,Pikine,Urban,3086017.5,2,2,2021,11,694.93855255794,3.1968160628546487,59
59_2,Dakar,Pikine,Urban,3606992.75,3,2,2021,11,694.93855255794,8.309918812745526,59
59_11,Dakar,Pikine,Urban,4274649,3,3,2021,11,694.93855255794,8.894149628982976,59
60_12,Dakar,Pikine,Urban,4191386.25,3,3,2022,5,745.503355737991,10.729723264949804,60
60_7,Dakar,Pikine,Urban,3450957,3,2,2022,5,745.503355737991,1.2435848101265823,60
60_8,Dakar,Pikine,Urban,3134367.25,2,2,2022,5,745.503355737991,2.0292200785683105,60
60_4,Dakar,Pikine,Urban,2190942,1,1,2022,5,745.503355737991,3.190131470973374,60
60_5,Dakar,Pikine,Urban,2280020.75,1,1,2022,5,745.503355737991,1.2435848101265823,60
60_10,Dakar,Pikine,Urban,3691378,3,2,2022,5,745.503355737991,3.7969906591008296,60
60_9,Dakar,Pikine,Urban,3052876.25,2,2,2022,5,745.503355737991,5.208027586206897,60
60_1,Dakar,Pikine,Urban,4295077.5,3,3,2022,5,745.503355737991,2.6188794412920124,60
60_6,Dakar,Pikine,Urban,3939163.25,3,2,2022,5,745.503355737991,8.338039982540376,60
60_13,Dakar,Pikine,Urban,7337076.5,5,4,2022,5,2637.89440893598,5.739373897861196,60
60_2,Dakar,Pikine,Urban,9409682,5,5,2022,5,745.503355737991,5.710384635530336,60
60_11,Dakar,Pikine,Urban,5219770.5,4,3,2022,5,745.503355737991,5.777430641641205,60
61_1,Dakar,Pikine,Urban,10161830,5,5,2022,1,760.779972503376,6.458457965953732,61
61_3,Dakar,Pikine,Urban,11905828,5,5,2022,1,760.779972503376,17.39835285901353,61
61_11,Dakar,Pikine,Urban,5591090,4,4,2022,1,760.779972503376,7.597354866870362,61
61_4,Dakar,Pikine,Urban,5267345,4,3,2022,1,760.779972503376,8.393931383675252,61
61_13,Dakar,Pikine,Urban,5277770.5,4,3,2022,1,1551.30008563983,1.0362681798341336,61
61_5,Dakar,Pikine,Urban,5437943,4,4,2021,12,760.779972503376,4.3426039284155395,61
61_2,Dakar,Pikine,Urban,1383682.875,1,1,2022,1,1551.30008563983,2.5621587079877783,61
61_7,Dakar,Pikine,Urban,4339720.5,3,3,2022,1,760.779972503376,2.949325883893496,61
61_10,Dakar,Pikine,Urban,1627846.25,1,1,2021,12,760.779972503376,1.2435848101265823,61
61_6,Dakar,Pikine,Urban,22389194,5,5,2021,12,760.779972503376,6.274074901789612,61
61_8,Dakar,Pikine,Urban,4188681.75,3,3,2022,1,760.779972503376,5.357444609340899,61
61_12,Dakar,Pikine,Urban,2797301.5,2,1,2022,1,1551.30008563983,2.0732661719773025,61
62_9,Dakar,Pikine,Urban,5751112,4,4,2022,5,678.101103442712,8.323262505456132,62
62_16,Dakar,Pikine,Urban,7822285.5,5,5,2022,6,763.591595504243,7.207438149279791,62
62_15,Dakar,Pikine,Urban,2574938,2,1,2022,6,763.591595504243,5.196701876909646,62
62_12,Dakar,Pikine,Urban,13790752,5,5,2022,4,678.101103442712,14.50355338280227,62
62_13,Dakar,Pikine,Urban,5739434,4,4,2022,5,763.591595504243,4.30707289393278,62
62_18,Dakar,Pikine,Urban,4575837.5,4,3,2022,6,763.591595504243,9.295628109995635,62
62_17,Dakar,Pikine,Urban,4368763.5,3,3,2022,5,763.591595504243,4.408093932780445,62
62_14,Dakar,Pikine,Urban,10354887,5,5,2022,6,763.591595504243,6.6249581841990395,62
62_1,Dakar,Pikine,Urban,4875828,4,3,2022,4,678.101103442712,5.171936097773898,62
62_5,Dakar,Pikine,Urban,3816233.5,3,2,2022,5,678.101103442712,4.899129463116543,62
62_11,Dakar,Pikine,Urban,2896089.75,2,2,2022,5,678.101103442712,2.61451383675251,62
62_4,Dakar,Pikine,Urban,12097216,5,5,2022,4,678.101103442712,13.49986695766041,62
63_12,Dakar,Rufisque,Urban,6875316,5,4,2021,12,658.675089967271,7.014905281536447,63
63_10,Dakar,Rufisque,Urban,1525689.25,1,1,2021,12,658.675089967271,1.2435848101265823,63
63_1,Dakar,Rufisque,Urban,6531655.5,5,4,2021,12,658.675089967271,12.814198515931908,63
63_9,Dakar,Rufisque,Urban,3940761.25,3,2,2021,12,658.675089967271,9.229745962461807,63
63_2,Dakar,Rufisque,Urban,5164677.5,4,3,2021,12,658.675089967271,3.5408132693147096,63
63_11,Dakar,Rufisque,Urban,6020664,4,4,2021,12,658.675089967271,6.3128806634657355,63
63_6,Dakar,Rufisque,Urban,4341666.5,3,3,2021,12,658.675089967271,6.449958271497163,63
63_7,Dakar,Rufisque,Urban,6443523.5,5,4,2021,12,658.675089967271,16.412037712789175,63
63_13,Dakar,Rufisque,Urban,3882019.25,3,2,2021,12,2030.83244225702,4.617111130510694,63
63_4,Dakar,Rufisque,Urban,5091460,4,3,2021,12,658.675089967271,14.031076036665212,63
63_3,Dakar,Rufisque,Urban,6044746,4,4,2022,1,658.675089967271,12.959753819292885,63
63_8,Dakar,Rufisque,Urban,10665368,5,5,2021,12,658.675089967271,8.268636927106067,63
64_9,Dakar,Rufisque,Urban,3484880.5,3,2,2022,6,692.090905997041,4.9463123526844175,64
64_8,Dakar,Rufisque,Urban,5384081,4,4,2022,6,692.090905997041,7.341505368834571,64
64_1,Dakar,Rufisque,Urban,4601376,4,3,2022,5,692.090905997041,5.836203230030555,64
64_5,Dakar,Rufisque,Urban,4397358.5,3,3,2022,5,692.090905997041,4.27754378000873,64
64_12,Dakar,Rufisque,Urban,8797241,5,5,2022,7,692.090905997041,20.343207682234834,64
64_10,Dakar,Rufisque,Urban,4687666,4,3,2022,5,692.090905997041,7.492246180707115,64
64_6,Dakar,Rufisque,Urban,6188713.5,4,4,2022,6,692.090905997041,9.200316019205587,64
64_13,Dakar,Rufisque,Urban,1713473.125,1,1,2022,5,2428.43314407963,0.8896104757747708,64
64_11,Dakar,Rufisque,Urban,5994363.5,4,4,2022,5,692.090905997041,6.361389436927106,64
64_3,Dakar,Rufisque,Urban,6571517.5,5,4,2022,5,692.090905997041,6.047808293321694,64
64_2,Dakar,Rufisque,Urban,7835311.5,5,5,2022,6,692.090905997041,12.43950309908337,64
64_4,Dakar,Rufisque,Urban,11938335,5,5,2022,6,692.090905997041,9.50039633347883,64
65_1,Dakar,Rufisque,Urban,10785391,5,5,2021,11,1025.92609563825,14.15684434744653,65
65_9,Dakar,Rufisque,Urban,3320574.75,2,2,2021,11,1025.92609563825,4.5567587952859014,65
65_13,Dakar,Rufisque,Urban,4095663.25,3,3,2021,11,2702.44892818107,9.853953731994762,65
65_14,Dakar,Rufisque,Urban,3379350.25,3,2,2021,11,2702.44892818107,1.2435848101265823,65
65_4,Dakar,Rufisque,Urban,2378533.75,2,1,2021,11,1025.92609563825,3.7533415975556528,65
65_11,Dakar,Rufisque,Urban,4939293.5,4,3,2021,11,1025.92609563825,4.1628288083806195,65
65_7,Dakar,Rufisque,Urban,6481288.5,5,4,2021,11,1025.92609563825,15.464964818856394,65
65_10,Dakar,Rufisque,Urban,11004478,5,5,2021,11,1025.92609563825,15.913645045831515,65
65_6,Dakar,Rufisque,Urban,6300500,4,4,2021,11,1025.92609563825,6.231556874727193,65
65_5,Dakar,Rufisque,Urban,6186969,4,4,2021,11,1025.92609563825,10.525111130510695,65
65_12,Dakar,Rufisque,Urban,5218138,4,3,2021,11,1025.92609563825,3.9375175905718027,65
65_3,Dakar,Rufisque,Urban,6723148,5,4,2021,11,1025.92609563825,12.284812570929725,65
66_7,Dakar,Rufisque,Rural,4192132,3,4,2022,1,157.706887679673,6.242485552160629,66
66_5,Dakar,Rufisque,Rural,5252609,4,5,2022,1,157.706887679673,13.972210563072894,66
66_3,Dakar,Rufisque,Rural,7324527.5,5,5,2021,12,369.968248099947,4.536358969882148,66
66_9,Dakar,Rufisque,Rural,6829927.5,5,5,2022,1,157.706887679673,19.065461370580532,66
66_1,Dakar,Rufisque,Rural,6596103.5,5,5,2021,12,157.706887679673,7.782844522042776,66
66_8,Dakar,Rufisque,Rural,5350236.5,4,5,2022,1,157.706887679673,7.491090353557399,66
66_11,Dakar,Rufisque,Rural,6926471,5,5,2022,1,157.706887679673,10.380787079877782,66
66_4,Dakar,Rufisque,Rural,6118044,4,5,2022,1,157.706887679673,10.85305281536447,66
66_2,Dakar,Rufisque,Rural,7923808.5,5,5,2022,1,157.706887679673,19.190563072893934,66
66_6,Dakar,Rufisque,Rural,6337724,4,5,2021,12,157.706887679673,7.319178000872982,66
66_13,Dakar,Rufisque,Rural,3761440,3,4,2022,1,369.968248099947,10.343210475774772,66
66_12,Dakar,Rufisque,Rural,6697771,5,5,2021,12,157.706887679673,9.914624181580097,66
67_11,Dakar,Rufisque,Rural,9874494,5,5,2022,6,109.351547566756,18.765691139240506,67
67_9,Dakar,Rufisque,Rural,7669410,5,5,2022,6,109.351547566756,6.619250982103885,67
67_2,Dakar,Rufisque,Rural,8227491,5,5,2022,6,109.351547566756,2.728002095154954,67
67_1,Dakar,Rufisque,Rural,2689474.75,2,2,2022,6,109.351547566756,2.243496813618507,67
67_12,Dakar,Rufisque,Rural,4956010,4,4,2022,8,109.351547566756,5.305712439982541,67
67_13,Dakar,Rufisque,Rural,4247322,3,4,2022,6,396.843199807802,5.2976237450894805,67
67_8,Dakar,Rufisque,Rural,2235892.25,1,2,2022,6,109.351547566756,3.0300529026625926,67
67_6,Dakar,Rufisque,Rural,6871619,5,5,2022,6,109.351547566756,4.596874028808381,67
67_4,Dakar,Rufisque,Rural,6416433,5,5,2022,7,109.351547566756,4.7645793103448275,67
67_7,Dakar,Rufisque,Rural,6740515.5,5,5,2022,6,109.351547566756,7.394432824094282,67
67_10,Dakar,Rufisque,Rural,9804263,5,5,2022,6,109.351547566756,6.677828721082497,67
67_3,Dakar,Rufisque,Rural,8003807,5,5,2022,6,109.351547566756,13.421019991270189,67
68_13,Dakar,Rufisque,Rural,1652803.375,1,1,2021,12,474.965986122048,1.2836284591881275,68
68_1,Dakar,Rufisque,Rural,8854978,5,5,2021,12,162.399624130118,8.83213897861196,68
68_9,Dakar,Rufisque,Rural,6937363,5,5,2021,12,162.399624130118,7.3302439109559145,68
68_11,Dakar,Rufisque,Rural,6341481,4,5,2021,12,162.399624130118,6.615847053688346,68
68_14,Dakar,Rufisque,Rural,4080652.75,3,4,2021,12,474.965986122048,6.665170493234395,68
68_6,Dakar,Rufisque,Rural,5570366,4,5,2021,12,162.399624130118,3.038929725010912,68
68_8,Dakar,Rufisque,Rural,7251346,5,5,2022,1,162.399624130118,7.9137892623308606,68
68_10,Dakar,Rufisque,Rural,8347310,5,5,2021,12,162.399624130118,11.541400261894369,68
68_5,Dakar,Rufisque,Rural,4620747,4,4,2021,12,162.399624130118,7.717588825840244,68
68_2,Dakar,Rufisque,Rural,5112074.5,4,5,2021,12,162.399624130118,8.110628371890005,68
68_4,Dakar,Rufisque,Rural,3507500,3,3,2021,12,162.399624130118,3.2081417721518988,68
68_7,Dakar,Rufisque,Rural,6629059,5,5,2021,12,162.399624130118,4.169375469227411,68
69_11,Dakar,Rufisque,Rural,3414139.5,3,3,2022,5,119.550574319522,6.523981841990397,69
69_3,Dakar,Rufisque,Rural,6151813.5,4,5,2022,5,178.326823836975,2.2835404626800524,69
69_8,Dakar,Rufisque,Rural,6560851,5,5,2022,5,119.550574319522,7.3241801833260585,69
69_15,Dakar,Rufisque,Rural,11545426,5,5,2022,5,178.326823836975,5.321104845045832,69
69_2,Dakar,Rufisque,Rural,4627066,4,4,2022,6,119.550574319522,10.265583937145351,69
69_14,Dakar,Rufisque,Rural,2769462.25,2,3,2022,5,178.326823836975,4.206284068092536,69
69_1,Dakar,Rufisque,Rural,6814115.5,5,5,2022,6,119.550574319522,2.925790659100829,69
69_6,Dakar,Rufisque,Rural,3265368.5,2,3,2022,5,119.550574319522,2.0292200785683105,69
69_4,Dakar,Rufisque,Rural,2188543.75,1,2,2022,5,119.550574319522,4.015212221737233,69
69_13,Dakar,Rufisque,Rural,6367692,5,5,2022,5,178.326823836975,7.546793539938892,69
69_12,Dakar,Rufisque,Rural,12311212,5,5,2022,5,119.550574319522,6.771577826276735,69
69_5,Dakar,Rufisque,Rural,11064688,5,5,2022,6,119.550574319522,5.216952946311654,69
70_14,Dakar,Rufisque,Rural,5801503.5,4,5,2021,11,279.993436875981,7.575449672632039,70
70_10,Dakar,Rufisque,Rural,6694507,5,5,2021,12,130.914439476036,6.37228529026626,70
70_6,Dakar,Rufisque,Rural,6097974,4,5,2022,1,130.914439476036,13.597894718463554,70
70_11,Dakar,Rufisque,Rural,3190139,2,3,2021,11,130.914439476036,3.5900710606721953,70
70_12,Dakar,Rufisque,Rural,11562721,5,5,2022,1,130.914439476036,28.43354797031864,70
70_15,Dakar,Rufisque,Rural,3006131,2,3,2021,11,279.993436875981,2.7018119598428636,70
70_8,Dakar,Rufisque,Rural,5697736,4,5,2021,11,130.914439476036,8.371578873854212,70
70_7,Dakar,Rufisque,Rural,5659100.5,4,5,2021,11,130.914439476036,8.700605848974247,70
70_5,Dakar,Rufisque,Rural,2122632.5,1,2,2021,11,130.914439476036,6.357767612396334,70
70_13,Dakar,Rufisque,Rural,4547151.5,4,4,2021,11,279.993436875981,7.6323432562199915,70
70_2,Dakar,Rufisque,Rural,1796251.75,1,1,2021,11,130.914439476036,2.182039633347883,70
70_4,Dakar,Rufisque,Rural,4411941.5,3,4,2021,11,130.914439476036,9.840832824094282,70
71_7,Dakar,Rufisque,Rural,5165485.5,4,5,2022,4,124.919388679339,3.5620707114797034,71
71_9,Dakar,Rufisque,Rural,7960789.5,5,5,2022,4,318.738292963318,4.006088520296814,71
71_1,Dakar,Rufisque,Rural,4542042,4,4,2022,4,124.919388679339,8.2088387603666515,71
71_2,Dakar,Rufisque,Rural,12291926,5,5,2022,5,124.919388679339,7.905719423832387,71
71_12,Dakar,Rufisque,Rural,3295740.75,2,3,2022,4,124.919388679339,2.7934756874727196,71
71_13,Dakar,Rufisque,Rural,3859823.75,3,4,2022,7,318.738292963318,1.2435848101265823,71
71_11,Dakar,Rufisque,Rural,11849218,5,5,2022,4,124.919388679339,9.214250894805762,71
71_10,Dakar,Rufisque,Rural,7630592.5,5,5,2022,4,124.919388679339,4.713620951549542,71
71_8,Dakar,Rufisque,Rural,11051245,5,5,2022,5,124.919388679339,5.411917939764296,71
71_3,Dakar,Rufisque,Rural,7840676.5,5,5,2022,4,124.919388679339,5.793844783937145,71
71_6,Dakar,Rufisque,Rural,6034311.5,4,5,2022,5,124.919388679339,5.004233260584898,71
71_4,Dakar,Rufisque,Rural,6977590,5,5,2022,4,124.919388679339,4.55565395024007,71
72_2,Dakar,Rufisque,Rural,3816160.5,3,4,2022,1,139.487434346959,8.846526756874727,72
72_13,Dakar,Rufisque,Rural,2741375.5,2,3,2021,12,231.173508695197,4.196792317765168,72
72_1,Dakar,Rufisque,Rural,4568431.5,4,4,2021,12,139.487434346959,9.083582365779137,72
72_16,Dakar,Rufisque,Rural,3074620.25,2,3,2021,12,231.173508695197,5.209037800087298,72
72_14,Dakar,Rufisque,Rural,6444087.5,5,5,2021,12,231.173508695197,8.777306678306417,72
72_15,Dakar,Rufisque,Rural,2312345.75,1,2,2021,12,231.173508695197,2.4943654299432563,72
72_7,Dakar,Rufisque,Rural,2351565,2,2,2021,12,139.487434346959,4.397578699257966,72
72_17,Dakar,Rufisque,Rural,3461038.25,3,3,2021,12,231.173508695197,5.267325360104758,72
72_4,Dakar,Rufisque,Rural,4207083,3,4,2021,12,139.487434346959,5.935794674814492,72
72_3,Dakar,Rufisque,Rural,4673347.5,4,4,2021,12,139.487434346959,10.192879266695767,72
72_12,Dakar,Rufisque,Rural,6414687.5,5,5,2021,12,139.487434346959,6.011452116979485,72
72_10,Dakar,Rufisque,Rural,3134926.75,2,3,2021,12,139.487434346959,4.239198254037539,72
73_16,Dakar,Rufisque,Rural,2687915.5,2,2,2022,7,351.545016724923,3.9458102138804017,73
73_6,Dakar,Rufisque,Rural,7136359,5,5,2022,5,237.087506363692,8.418026364033173,73
73_1,Dakar,Rufisque,Rural,4629259.5,4,4,2022,5,237.087506363692,6.695634395460497,73
73_13,Dakar,Rufisque,Rural,3521173,3,3,2022,7,351.545016724923,3.898158707987778,73
73_11,Dakar,Rufisque,Rural,5970011.5,4,5,2022,5,237.087506363692,16.398296988214753,73
73_8,Dakar,Rufisque,Rural,8211868.5,5,5,2022,5,237.087506363692,5.866302226102139,73
73_17,Dakar,Rufisque,Rural,7741121.5,5,5,2022,7,351.545016724923,7.182688782191183,73
73_9,Dakar,Rufisque,Rural,4732165,4,4,2022,5,237.087506363692,6.319027498908774,73
73_7,Dakar,Rufisque,Rural,5794702.5,4,5,2022,5,237.087506363692,3.560208817110432,73
73_14,Dakar,Rufisque,Rural,4272258,3,4,2022,7,351.545016724923,4.238865473592318,73
73_2,Dakar,Rufisque,Rural,3387371.75,3,3,2022,5,237.087506363692,4.820997642950677,73
73_15,Dakar,Rufisque,Rural,4017941.5,3,4,2022,7,351.545016724923,2.374854997817547,73
74_3,Dakar,Rufisque,Rural,1852669,1,1,2022,1,99.700015972632,1.0362681798341336,74
74_1,Dakar,Rufisque,Rural,7291161,5,5,2022,1,99.700015972632,13.338230641641205,74
74_12,Dakar,Rufisque,Rural,6020220,4,5,2022,1,99.700015972632,11.853052815364471,74
74_10,Dakar,Rufisque,Rural,5661093,4,5,2022,1,99.700015972632,16.23366669576604,74
74_8,Dakar,Rufisque,Rural,4368880.5,3,4,2022,1,99.700015972632,10.281689044085553,74
74_9,Dakar,Rufisque,Rural,8237100,5,5,2022,1,99.700015972632,18.113980270624182,74
74_7,Dakar,Rufisque,Rural,3272123,2,3,2022,1,99.700015972632,10.317778088171105,74
74_4,Dakar,Rufisque,Rural,3337491.75,3,3,2022,1,99.700015972632,4.207987079877783,74
74_6,Dakar,Rufisque,Rural,2833526.75,2,3,2022,1,99.700015972632,7.4267561763422085,74
74_13,Dakar,Rufisque,Rural,3244760.5,2,3,2022,1,400.354845864524,3.2731781754692273,74
74_2,Dakar,Rufisque,Rural,4366086,3,4,2022,1,99.700015972632,5.818574945438673,74
74_5,Dakar,Rufisque,Rural,3490256.25,3,3,2022,1,99.700015972632,5.022452378873854,74
75_1,Dakar,Rufisque,Rural,2423252.25,2,2,2022,6,145.831926845451,3.4263870798777827,75
75_10,Dakar,Rufisque,Rural,1977501,1,1,2022,6,145.831926845451,2.2365367088607595,75
75_2,Dakar,Rufisque,Rural,6726404,5,5,2022,6,145.831926845451,9.368744827586207,75
75_12,Dakar,Rufisque,Rural,4351140,3,4,2022,6,145.831926845451,9.074510694020079,75
75_3,Dakar,Rufisque,Rural,4721105.5,4,4,2022,6,145.831926845451,9.373892274116107,75
75_5,Dakar,Rufisque,Rural,4202452,3,4,2022,6,145.831926845451,6.3731746835443035,75
75_8,Dakar,Rufisque,Rural,3671036,3,4,2022,6,145.831926845451,4.0916218245307725,75
75_7,Dakar,Rufisque,Rural,3109736.75,2,3,2022,6,145.831926845451,5.512327891750328,75
75_11,Dakar,Rufisque,Rural,4978982.5,4,4,2022,6,145.831926845451,9.856191357485814,75
75_6,Dakar,Rufisque,Rural,3131871.75,2,3,2022,6,145.831926845451,4.986427586206896,75
75_4,Dakar,Rufisque,Rural,5506013,4,5,2022,6,145.831926845451,6.025986206896552,75
75_9,Dakar,Rufisque,Rural,4456085.5,3,4,2022,6,145.831926845451,7.357280139676997,75
76_4,Dakar,Rufisque,Urban,5680916.5,4,4,2022,6,2388.7405313497,3.884288782191183,76
76_2,Dakar,Rufisque,Urban,5902253.5,4,4,2022,6,2388.7405313497,4.194128677433436,76
76_9,Dakar,Rufisque,Urban,8175110.5,5,5,2022,7,2388.7405313497,3.0771945875163684,76
76_1,Dakar,Rufisque,Urban,1221481,1,1,2022,6,2388.7405313497,1.2435848101265823,76
76_8,Dakar,Rufisque,Urban,9816561,5,5,2022,6,2388.7405313497,5.074534439109559,76
76_6,Dakar,Rufisque,Urban,2919378.5,2,2,2022,6,2388.7405313497,4.414272195547796,76
76_5,Dakar,Rufisque,Urban,8431827,5,5,2022,7,2388.7405313497,6.4050220864251415,76
76_11,Dakar,Rufisque,Urban,10330337,5,5,2022,6,2388.7405313497,7.048845744216499,76
76_10,Dakar,Rufisque,Urban,5462967.5,4,4,2022,6,2388.7405313497,3.650349367088608,76
76_3,Dakar,Rufisque,Urban,25399342,5,5,2022,7,2388.7405313497,8.240746224356176,76
76_7,Dakar,Rufisque,Urban,6589685,5,4,2022,7,2388.7405313497,9.175595635093845,76
77_4,Dakar,Rufisque,Urban,5295235.5,4,3,2021,12,777.435165142899,4.371324312527281,77
77_1,Dakar,Rufisque,Urban,6800947.5,5,4,2021,12,777.435165142899,10.090985246617198,77
77_10,Dakar,Rufisque,Urban,8421474,5,5,2021,12,777.435165142899,7.275290440855522,77
77_9,Dakar,Rufisque,Urban,2695198.5,2,1,2021,12,777.435165142899,3.5634814491488433,77
77_2,Dakar,Rufisque,Urban,3874299.25,3,2,2021,12,777.435165142899,9.703540462680053,77
77_14,Dakar,Rufisque,Urban,2701364,2,1,2021,11,1563.88414684314,5.669881449148844,77
77_3,Dakar,Rufisque,Urban,7565699.5,5,4,2021,12,777.435165142899,8.388104757747708,77
77_7,Dakar,Rufisque,Urban,5436945.5,4,4,2021,12,777.435165142899,10.9542948930598,77
77_13,Dakar,Rufisque,Urban,3196499.75,2,2,2021,11,1563.88414684314,4.2443935399388915,77
77_12,Dakar,Rufisque,Urban,5743245,4,4,2021,12,777.435165142899,13.133667044958534,77
77_6,Dakar,Rufisque,Urban,8998440,5,5,2021,12,777.435165142899,10.007705979921433,77
77_15,Dakar,Rufisque,Urban,8746889,5,5,2021,12,1563.88414684314,11.094564469663903,77
78_2,Dakar,Rufisque,Urban,7834061,5,5,2022,6,563.723860737104,7.582423745089481,78
78_7,Dakar,Rufisque,Urban,5872878.5,4,4,2022,6,563.723860737104,7.216021649934527,78
78_9,Dakar,Rufisque,Urban,2970444.5,2,2,2022,6,563.723860737104,3.735008991706678,78
78_12,Dakar,Rufisque,Urban,4216024,3,3,2022,6,563.723860737104,7.418595896988215,78
78_3,Dakar,Rufisque,Urban,6251633.5,4,4,2022,6,563.723860737104,17.636216150152773,78
78_1,Dakar,Rufisque,Urban,3149964.75,2,2,2022,6,563.723860737104,5.044276909646443,78
78_10,Dakar,Rufisque,Urban,1706197.375,1,1,2022,6,1428.22740639078,1.2435848101265823,78
78_5,Dakar,Rufisque,Urban,10428989,5,5,2022,6,563.723860737104,13.893922653862942,78
78_11,Dakar,Rufisque,Urban,3093392.75,2,2,2022,6,563.723860737104,5.713532955041467,78
78_8,Dakar,Rufisque,Urban,9322617,5,5,2022,6,1428.22740639078,9.473834657354868,78
78_6,Dakar,Rufisque,Urban,3780239,3,2,2022,6,563.723860737104,3.2387191619380182,78
78_4,Dakar,Rufisque,Urban,1865073.625,1,1,2022,6,563.723860737104,1.2435848101265823,78
79_5,Dakar,Rufisque,Urban,7250801.5,5,4,2021,12,678.257391348652,2.0841784373635965,79
79_8,Dakar,Rufisque,Urban,4573467,4,3,2022,1,678.257391348652,2.279852989960716,79
79_10,Dakar,Rufisque,Urban,2685973.5,2,1,2021,12,678.257391348652,5.237409690091663,79
79_3,Dakar,Rufisque,Urban,5931345,4,4,2021,12,678.257391348652,3.0291320820602357,79
79_1,Dakar,Rufisque,Urban,1675526.625,1,1,2021,12,678.257391348652,7.692669402007857,79
79_6,Dakar,Rufisque,Urban,6267525,4,4,2021,12,678.257391348652,5.151809690091663,79
79_13,Dakar,Rufisque,Urban,5304459,4,3,2021,12,1107.58968205027,5.449956874727193,79
79_12,Dakar,Rufisque,Urban,8717630,5,5,2021,12,678.257391348652,19.700992754255783,79
79_11,Dakar,Rufisque,Urban,5645951.5,4,4,2021,12,678.257391348652,5.433830467044959,79
79_9,Dakar,Rufisque,Urban,4348026.5,3,3,2021,12,1107.58968205027,2.5621587079877783,79
79_14,Dakar,Rufisque,Urban,4072028,3,3,2021,12,1107.58968205027,6.077654124836316,79
79_15,Dakar,Rufisque,Urban,7836194.5,5,5,2021,12,1107.58968205027,7.7254061981667395,79
80_8,Dakar,Guediawaye,Urban,5163378,4,3,2022,6,620.593233802782,6.9955879528590135,80
80_5,Dakar,Guediawaye,Urban,7849039.5,5,5,2022,6,620.593233802782,5.6133168048886946,80
80_15,Dakar,Guediawaye,Urban,5171823.5,4,3,2022,8,1169.65589351273,4.731426625927543,80
80_16,Dakar,Guediawaye,Urban,3437207.5,3,2,2022,5,1169.65589351273,5.582585770405936,80
80_14,Dakar,Guediawaye,Urban,9240837,5,5,2022,5,1169.65589351273,12.71967315582715,80
80_4,Dakar,Guediawaye,Urban,9603507,5,5,2022,5,620.593233802782,5.660320558707988,80
80_13,Dakar,Guediawaye,Urban,4941343.5,4,3,2022,6,1169.65589351273,8.062558533391533,80
80_12,Dakar,Guediawaye,Urban,7675482.5,5,5,2022,7,620.593233802782,9.96715704932344,80
80_2,Dakar,Guediawaye,Urban,5274191,4,3,2022,5,620.593233802782,5.550198166739415,80
80_11,Dakar,Guediawaye,Urban,2506981.25,2,1,2022,5,620.593233802782,1.2435848101265823,80
80_3,Dakar,Guediawaye,Urban,11860895,5,5,2022,5,620.593233802782,12.95001553906591,80
80_17,Dakar,Guediawaye,Urban,3381454.25,3,2,2022,6,1169.65589351273,9.841260235704933,80
81_13,Dakar,Guediawaye,Urban,7430409.5,5,4,2022,1,1801.8633046515,3.3238110868616326,81
81_2,Dakar,Guediawaye,Urban,3756000.25,3,2,2022,1,1179.59642650411,3.7279116542994326,81
81_6,Dakar,Guediawaye,Urban,18671366,5,5,2022,1,1179.59642650411,8.879159144478393,81
81_8,Dakar,Guediawaye,Urban,12248520,5,5,2022,1,1179.59642650411,6.015672457442165,81
81_15,Dakar,Guediawaye,Urban,2748475,2,1,2022,1,1801.8633046515,4.4327954604976,81
81_14,Dakar,Guediawaye,Urban,6464155,5,4,2022,1,1801.8633046515,3.011371802706242,81
82_4,Dakar,Guediawaye,Urban,12677359,5,5,2022,6,616.52606974832,7.6587956350938455,82
