"grappe","menage","vague","s08aq00","s08aq01","s08aq02","s08aq03","s08aq04","s08aq05","s08aq06","s08aq07","s08aq07a","s08aq08","s08aq08a"
468,2,1,1,2,2,2,2,2,2,2,,2,
468,3,1,1,1,1,1,2,1,1,1,1,2,
468,4,1,2,2,98,2,2,2,2,2,,2,
468,5,1,1,2,1,1,2,2,2,2,,2,
468,6,1,1,1,2,1,1,1,2,2,,2,
468,7,1,1,1,1,1,1,2,1,1,1,2,
468,8,1,1,1,1,1,1,1,1,1,2,1,1
468,9,1,13,2,2,1,2,2,2,2,,2,
468,11,1,1,1,1,1,1,1,1,1,98,1,1
468,12,1,1,2,2,2,2,2,2,2,,2,
468,13,1,1,1,1,1,1,2,2,2,,2,
469,1,2,5,2,1,1,2,2,2,2,,2,
469,3,2,2,2,2,2,2,2,2,2,,2,
469,4,2,1,1,1,1,1,1,1,1,3,1,3
469,5,2,7,2,2,2,2,2,2,2,,2,
469,6,2,1,1,1,1,1,1,1,1,3,2,
469,7,2,1,1,1,1,2,1,2,2,,2,
469,8,2,1,1,2,2,2,1,2,1,2,2,
469,9,2,2,1,1,2,1,1,1,1,2,2,
469,11,2,1,1,1,1,2,2,2,2,,2,
469,12,2,1,1,1,1,1,2,2,2,,2,
469,13,2,2,2,2,2,2,2,2,2,,2,
469,14,2,2,1,1,1,1,1,1,2,,2,
470,2,1,1,2,2,2,2,2,2,2,,2,
470,4,1,2,2,2,1,2,2,2,2,,2,
470,5,1,8,2,2,2,2,2,2,2,,2,
470,6,1,1,2,2,1,2,2,2,2,,2,
470,7,1,1,2,2,2,2,2,2,2,,2,
470,8,1,28,2,2,2,2,2,1,2,,2,
470,9,1,2,2,2,2,1,1,2,2,,2,
470,10,1,3,2,2,2,2,2,2,2,,2,
470,11,1,1,2,1,1,2,1,2,2,,2,
470,12,1,7,1,1,1,1,1,1,1,2,2,
470,13,1,1,2,2,1,1,1,2,2,,2,
470,14,1,1,2,2,2,2,2,2,2,,2,
471,1,2,1,2,2,2,2,2,2,2,,2,
471,3,2,1,1,1,1,2,2,2,98,,2,
471,4,2,1,1,1,1,1,1,1,1,2,2,
471,5,2,1,1,1,1,2,2,2,2,,2,
471,6,2,1,1,1,1,1,1,2,2,,2,
471,7,2,1,1,2,1,2,1,2,2,,2,
471,8,2,14,2,2,2,2,2,2,2,,2,
471,9,2,1,1,1,1,2,1,1,2,,2,
471,10,2,1,1,1,2,1,1,1,1,2,2,
471,11,2,4,1,1,1,1,1,1,1,3,2,
471,12,2,4,1,1,1,1,1,2,2,,2,
471,13,2,1,1,1,1,1,1,1,1,3,1,2
472,1,1,1,1,2,2,2,2,2,2,,2,
472,2,1,2,1,1,1,2,2,2,2,,2,
472,3,1,2,2,1,1,2,1,2,2,,2,
472,4,1,5,1,1,1,2,1,2,2,,2,
472,5,1,1,1,2,2,2,2,2,2,,2,
472,6,1,1,2,2,2,2,2,2,2,,2,
472,7,1,1,1,1,1,2,1,2,2,,2,
472,8,1,1,1,1,1,2,2,2,2,,2,
472,9,1,1,1,1,1,2,1,2,2,,2,
472,10,1,3,1,2,2,2,2,2,2,,2,
472,11,1,1,2,2,2,2,2,2,2,,2,
472,12,1,1,1,1,1,2,1,2,2,,2,
473,1,2,2,2,2,2,2,2,2,2,,2,
473,3,2,1,2,2,2,2,2,2,2,,2,
473,4,2,4,1,1,2,1,1,1,1,2,2,
473,5,2,2,2,2,2,2,2,2,2,,2,
473,6,2,11,2,2,2,2,2,2,2,,2,
473,7,2,2,2,2,2,2,2,2,2,,2,
473,8,2,1,2,2,2,2,1,2,2,,2,
473,9,2,1,2,2,2,2,2,2,2,,2,
473,10,2,1,2,2,2,2,2,2,2,,2,
473,11,2,1,2,2,2,2,1,2,2,,2,
473,12,2,14,2,2,2,2,2,2,2,,2,
473,13,2,1,2,2,2,2,2,2,2,,2,
474,1,1,4,1,2,1,2,2,2,2,,2,
474,2,1,2,99,2,1,2,1,2,2,,2,
474,3,1,1,1,1,1,1,1,1,2,,2,
474,4,1,7,98,1,1,1,1,1,1,2,2,
474,5,1,1,1,1,1,1,1,2,2,,2,
474,6,1,2,1,1,1,2,1,1,2,,2,
474,7,1,13,2,2,2,2,1,2,1,1,2,
474,8,1,2,1,1,1,1,1,1,1,1,1,2
474,10,1,1,1,1,1,1,1,1,1,3,2,
474,11,1,4,2,1,1,2,1,2,1,1,2,
474,12,1,1,1,98,1,1,1,1,2,,2,
474,13,1,3,2,2,2,2,2,2,2,,2,
475,1,2,1,1,1,1,1,1,1,1,3,1,3
475,2,2,1,1,1,1,1,1,2,2,,2,
475,3,2,2,1,1,2,1,1,1,1,2,2,
475,4,2,3,1,1,1,1,1,1,1,3,2,
475,5,2,1,1,1,1,1,1,1,1,2,2,
475,6,2,1,1,1,1,2,2,2,2,,2,
475,7,2,1,1,1,2,1,1,1,1,2,1,2
475,8,2,1,1,1,1,1,1,1,1,1,1,2
475,9,2,1,1,1,1,1,1,1,1,2,1,2
475,10,2,2,1,2,2,2,2,2,2,,2,
475,11,2,1,1,1,1,1,1,1,1,2,1,2
475,12,2,1,1,1,1,1,1,1,1,2,1,1
476,1,2,1,1,2,1,2,1,2,2,,2,
476,2,2,10,2,2,2,2,2,2,2,,2,
476,3,2,1,1,1,2,2,1,2,2,,2,
476,4,2,1,1,1,1,1,1,1,1,2,2,
476,5,2,1,1,1,2,2,1,1,2,,2,
476,6,2,1,1,1,1,1,1,1,1,3,2,
476,7,2,1,1,1,2,98,1,1,1,1,2,
476,8,2,1,2,1,1,2,1,2,2,,2,
476,9,2,2,1,2,1,2,1,2,2,,2,
476,10,2,1,1,1,1,1,1,1,1,3,2,
476,11,2,1,2,2,2,2,2,2,2,,2,
476,12,2,1,2,2,1,2,1,2,2,,2,
477,3,1,1,2,2,2,98,2,98,2,,2,
477,4,1,2,99,2,1,98,1,2,98,,2,
477,5,1,3,98,98,98,98,98,98,98,,98,
477,6,1,2,1,1,1,1,1,1,1,3,98,
477,7,1,1,2,1,1,2,1,2,2,,2,
477,8,1,10,1,2,2,2,2,2,2,,2,
477,9,1,1,1,1,1,1,1,1,1,98,98,
477,10,1,1,2,2,1,2,98,2,2,,2,
477,11,1,7,1,2,2,2,2,2,2,,2,
477,12,1,2,1,1,1,1,1,1,1,1,2,
477,13,1,1,2,2,2,2,2,2,2,,2,
477,14,1,1,2,2,2,2,2,2,2,,2,
478,1,2,1,1,2,2,2,2,2,2,,2,
478,2,2,2,1,2,1,2,2,2,2,,2,
478,3,2,2,1,2,2,2,1,2,2,,2,
478,4,2,1,2,2,2,2,2,2,2,,2,
478,5,2,1,2,2,2,2,2,2,2,,2,
478,7,2,1,2,2,2,2,2,2,2,,2,
478,8,2,16,2,2,2,2,2,2,2,,2,
478,9,2,1,1,2,2,2,2,2,2,,2,
478,10,2,1,2,2,2,2,2,2,2,,2,
478,11,2,1,2,2,2,2,2,2,2,,2,
478,12,2,7,2,2,2,2,2,2,2,,2,
478,13,2,1,1,2,2,2,2,2,2,,2,
479,1,1,1,99,2,1,1,1,2,2,,2,
479,2,1,39,2,1,1,2,2,2,2,,2,
479,3,1,1,2,2,2,2,2,2,2,,2,
479,4,1,1,2,2,2,2,2,2,2,,2,
479,5,1,1,1,1,1,2,2,2,2,,2,
479,6,1,1,2,2,2,2,2,2,2,,2,
479,7,1,3,2,2,98,2,2,2,2,,2,
479,8,1,10,2,2,2,2,2,2,2,,2,
479,9,1,10,2,1,2,2,1,2,2,,2,
479,10,1,1,2,2,2,2,2,2,2,,2,
479,11,1,1,2,2,1,2,1,2,2,,2,
479,12,1,1,2,2,2,2,2,2,2,,2,
480,2,2,5,1,2,1,2,1,2,2,,2,
480,3,2,1,1,1,1,2,1,2,2,,2,
480,4,2,1,1,2,2,2,2,2,2,,2,
480,5,2,1,1,2,1,2,1,2,2,,2,
480,6,2,1,1,1,2,2,1,2,2,,2,
480,7,2,1,1,2,2,2,1,2,2,,2,
480,8,2,1,1,2,1,2,2,2,2,,2,
480,9,2,1,2,2,2,2,2,2,2,,2,
480,10,2,1,1,1,98,2,1,98,2,,2,
480,11,2,1,1,2,2,2,2,2,2,,2,
480,12,2,2,1,2,2,1,2,1,1,2,2,
480,13,2,1,1,1,2,2,1,98,2,,2,
481,1,1,3,2,1,1,1,1,2,2,,2,
481,2,1,2,2,2,2,2,98,2,2,,2,
481,3,1,15,2,2,2,2,2,2,2,,2,
481,4,1,2,2,2,2,2,2,2,2,,2,
481,5,1,2,1,2,2,2,2,98,2,,2,
481,6,1,8,2,2,2,2,2,2,2,,2,
481,7,1,1,1,1,1,1,1,1,1,2,1,98
481,8,1,1,2,2,2,99,1,2,2,,2,
481,9,1,6,2,2,2,2,2,2,2,,2,
481,10,1,1,2,1,1,2,1,2,2,,2,
481,11,1,1,1,1,1,2,2,2,2,,2,
481,12,1,1,2,2,2,2,2,2,2,,2,
482,1,2,1,2,2,2,2,2,2,2,,2,
482,2,2,1,1,1,1,1,1,1,1,1,1,1
482,3,2,2,1,1,1,1,1,1,2,,2,
482,4,2,3,1,1,1,2,1,2,2,,2,
482,5,2,1,2,2,2,2,2,2,2,,2,
482,6,2,6,1,1,1,1,1,1,1,1,2,
482,8,2,8,1,1,1,1,1,1,1,3,1,3
482,9,2,9,1,1,1,1,1,1,1,3,1,3
482,10,2,2,2,2,2,2,2,2,2,,2,
482,11,2,2,2,2,2,2,2,2,2,,2,
482,12,2,9,2,2,2,2,2,2,2,,2,
482,13,2,1,1,1,1,1,1,1,1,1,2,
483,1,1,3,2,2,1,2,1,1,2,,2,
483,2,1,2,1,1,1,2,1,98,2,,2,
483,3,1,7,1,1,1,1,1,1,1,1,2,
483,4,1,1,1,1,1,2,2,2,2,,2,
483,5,1,16,1,1,1,1,1,1,1,1,1,99
483,6,1,1,2,2,98,2,2,2,2,,2,
483,7,1,2,2,1,1,2,2,2,2,,2,
483,8,1,1,2,2,2,2,2,2,2,,2,
483,9,1,2,2,2,2,2,2,2,2,,2,
483,10,1,1,2,2,1,2,2,2,2,,2,
483,11,1,11,2,2,2,2,2,2,2,,2,
483,12,1,10,2,2,2,2,2,2,2,,2,
484,1,2,15,2,2,2,2,2,2,2,,2,
484,2,2,7,1,1,1,1,1,1,2,,2,
484,3,2,16,1,1,1,2,1,2,2,,2,
484,4,2,4,2,2,2,2,2,2,2,,2,
484,5,2,1,1,1,1,1,1,1,2,,2,
484,6,2,2,1,1,1,1,1,1,1,3,1,1
484,7,2,2,2,2,2,2,2,2,2,,2,
484,8,2,1,2,2,2,2,2,2,2,,2,
484,9,2,2,1,2,1,2,2,2,2,,2,
484,10,2,1,1,2,2,1,1,1,1,3,2,
484,11,2,1,1,2,2,99,2,99,2,,2,
484,12,2,1,1,1,2,2,2,1,2,,2,
485,1,1,1,2,2,2,2,2,2,2,,2,
485,2,1,1,1,1,1,1,1,1,2,,2,
485,3,1,1,2,2,2,2,2,2,2,,2,
485,4,1,1,2,1,1,2,2,2,2,,2,
485,5,1,4,1,1,1,2,1,2,2,,2,
485,6,1,7,2,1,2,2,98,1,1,1,2,
485,7,1,1,1,1,1,1,2,1,1,1,1,1
485,8,1,1,2,2,2,2,2,2,2,,2,
485,9,1,1,2,2,2,2,2,2,2,,2,
485,10,1,3,1,1,1,2,2,2,2,,2,
485,11,1,1,2,2,2,2,2,2,2,,2,
485,12,1,2,2,2,2,2,2,2,2,,2,
486,3,2,14,2,1,2,2,2,2,98,,2,
486,4,2,1,1,1,1,2,2,2,2,,2,
486,5,2,7,1,1,98,1,2,98,2,,2,
486,6,2,1,1,1,98,1,2,2,2,,2,
486,7,2,1,1,1,1,1,1,1,2,,2,
486,8,2,1,1,2,2,2,2,2,2,,2,
486,9,2,2,1,2,1,2,2,2,2,,2,
486,10,2,1,1,1,1,2,2,2,2,,2,
486,11,2,1,1,1,1,1,1,2,1,3,2,
486,12,2,1,1,1,1,1,1,1,1,1,2,
486,13,2,1,1,1,2,1,1,1,2,,2,
486,14,2,2,1,1,2,1,1,1,1,2,1,2
487,1,1,1,2,1,1,2,2,2,2,,2,
487,2,1,1,98,98,1,1,1,2,2,,2,
487,3,1,1,1,1,1,1,1,1,2,,2,
487,4,1,7,2,2,2,2,2,2,2,,2,
487,5,1,2,2,2,2,2,2,2,2,,2,
487,7,1,13,1,1,1,1,1,1,2,,2,
487,8,1,1,1,1,1,1,1,1,1,98,1,98
487,9,1,1,1,1,1,1,1,2,2,,2,
487,10,1,10,1,1,2,1,2,1,2,,2,
487,11,1,1,1,1,1,1,1,1,98,,2,
487,12,1,8,1,2,2,1,2,2,2,,2,
487,13,1,2,1,1,2,1,2,1,2,,2,
488,1,2,2,1,1,2,1,1,1,1,2,2,
488,2,2,1,1,1,2,1,1,1,1,2,2,
488,3,2,1,1,1,2,1,1,1,1,2,2,
488,4,2,1,1,1,1,1,1,1,1,2,2,
488,5,2,1,1,2,1,2,2,2,2,,2,
488,6,2,4,1,1,1,1,1,1,1,3,1,3
488,7,2,2,1,1,1,1,1,1,1,3,1,3
488,8,2,1,1,1,1,1,1,2,2,,2,
488,9,2,1,1,1,1,1,1,1,1,1,2,
488,10,2,1,1,1,1,1,1,1,1,2,2,
488,11,2,8,1,1,1,1,2,2,2,,2,
488,12,2,1,1,1,1,1,1,1,1,3,1,3
489,1,1,1,1,1,1,1,1,1,2,,2,
489,2,1,1,1,1,1,1,1,1,2,,2,
489,3,1,1,1,1,1,1,1,1,1,2,2,
489,4,1,2,1,1,1,1,1,2,2,,2,
489,5,1,1,2,2,2,2,2,2,2,,2,
489,6,1,1,1,1,1,1,1,1,2,,2,
489,7,1,1,1,1,1,2,2,2,2,,2,
489,8,1,2,1,1,1,2,1,1,2,,2,
489,9,1,3,1,1,1,1,1,2,2,,2,
489,11,1,1,1,1,1,1,1,1,1,2,2,
489,13,1,2,1,1,1,2,2,2,2,,2,
489,14,1,1,1,1,1,2,1,1,2,,2,
490,1,2,1,1,1,1,2,2,2,2,,2,
490,2,2,1,1,1,1,2,2,2,2,,2,
490,3,2,3,2,2,1,2,2,2,2,,2,
490,4,2,2,1,1,1,1,1,1,1,1,1,1
490,5,2,1,1,1,1,1,2,2,2,,2,
490,6,2,1,1,1,1,2,2,2,2,,2,
490,7,2,1,1,1,1,2,2,2,2,,2,
490,9,2,1,2,2,1,2,2,2,2,,2,
490,10,2,1,1,1,1,2,2,2,2,,2,
490,11,2,1,1,1,1,1,2,2,2,,2,
490,12,2,1,1,1,1,1,1,1,1,1,2,
490,13,2,2,1,1,2,2,2,2,2,,2,
491,1,1,4,2,1,1,2,2,2,2,,2,
491,2,1,1,2,2,2,2,2,2,2,,2,
491,3,1,1,2,2,2,1,2,2,2,,2,
491,4,1,2,2,2,2,2,2,2,2,,2,
491,5,1,1,2,2,2,2,1,2,2,,2,
491,6,1,1,1,2,1,2,1,1,2,,2,
491,7,1,1,2,2,2,2,2,2,2,,2,
491,8,1,2,2,2,2,1,1,2,2,,2,
491,9,1,1,2,2,2,2,2,2,2,,2,
491,10,1,4,1,1,1,1,1,1,1,3,2,
491,11,1,2,1,1,1,1,1,1,1,3,2,
491,12,1,2,1,1,1,1,1,2,2,,2,
492,2,2,3,2,2,2,2,2,2,2,,2,
492,3,2,1,1,2,2,1,1,2,2,,2,
492,4,2,1,1,2,2,2,1,2,2,,2,
492,5,2,2,2,2,2,2,2,2,2,,2,
492,6,2,13,1,1,2,1,2,2,1,1,2,
492,7,2,1,2,2,2,2,2,2,2,,2,
492,9,2,1,1,1,1,1,2,2,2,,2,
492,10,2,2,1,2,2,1,1,1,2,,2,
492,11,2,1,2,2,2,2,2,2,2,,98,
492,12,2,2,1,2,2,1,1,2,2,,2,
492,13,2,2,2,2,2,2,2,2,2,,2,
492,14,2,2,2,2,2,1,1,1,1,1,2,
493,1,1,1,2,2,1,2,1,2,1,98,1,3
493,2,1,2,1,1,1,2,2,2,2,,2,
493,3,1,1,1,1,1,1,2,2,2,,2,
493,4,1,5,1,1,1,2,2,2,2,,2,
493,5,1,1,1,1,1,1,2,1,2,,1,3
493,6,1,1,1,1,1,1,1,2,1,3,2,
493,7,1,8,1,1,1,2,1,2,2,,2,
493,9,1,1,1,1,2,1,1,2,2,,2,
493,10,1,17,1,1,1,2,1,1,2,,2,
493,11,1,2,1,2,1,1,2,1,2,,1,3
493,12,1,10,1,1,1,2,1,2,98,,2,
493,13,1,7,2,2,2,98,2,2,2,,2,
494,1,2,3,2,2,2,2,2,2,2,,2,
494,3,2,1,2,2,2,2,2,2,2,,2,
494,4,2,1,2,2,2,2,2,2,2,,2,
494,6,2,1,2,2,2,2,2,2,2,,2,
494,8,2,1,1,2,1,1,2,2,2,,2,
494,9,2,1,1,2,2,2,2,2,2,,2,
494,10,2,2,2,2,2,2,2,2,2,,2,
494,11,2,1,2,2,2,2,2,2,2,,2,
494,13,2,4,2,2,2,2,2,2,2,,2,
494,14,2,1,2,2,2,2,2,2,2,,2,
494,15,2,2,2,2,2,2,2,2,2,,2,
494,16,2,1,2,2,2,2,2,2,2,,2,
495,1,1,1,2,2,2,2,2,2,2,,2,
495,2,1,4,1,1,1,2,2,2,2,,2,
495,3,1,1,2,1,1,2,1,2,2,,2,
495,4,1,14,2,2,2,2,2,2,2,,2,
495,5,1,12,2,2,2,2,2,1,2,,2,
495,6,1,1,1,2,1,2,1,2,2,,2,
495,7,1,2,1,2,1,1,1,1,1,98,2,
495,8,1,2,2,2,1,1,1,2,2,,2,
495,10,1,2,2,1,1,2,1,2,2,,2,
495,11,1,1,2,1,1,1,2,2,1,2,2,
495,12,1,1,2,2,1,1,1,2,2,,2,
495,13,1,2,2,1,1,1,1,2,2,,1,1
496,1,2,6,2,2,1,2,2,2,2,,2,
496,2,2,1,2,2,2,2,1,2,2,,2,
496,3,2,1,2,2,2,2,2,2,2,,2,
496,4,2,2,2,2,2,2,2,2,2,,2,
496,5,2,1,2,2,2,2,2,2,2,,2,
496,6,2,1,1,1,2,2,2,2,2,,2,
496,7,2,1,1,2,2,1,1,1,2,,2,
496,8,2,1,1,2,2,2,1,98,2,,2,
496,9,2,2,2,2,2,2,2,2,2,,2,
496,10,2,1,2,2,1,2,1,2,2,,2,
496,11,2,1,2,2,2,2,2,2,2,,2,
496,12,2,1,2,2,2,2,2,2,2,,2,
497,1,1,2,1,1,1,2,1,2,2,,2,
497,2,1,1,2,2,2,2,2,2,2,,2,
497,4,1,1,2,2,2,2,2,2,2,,2,
497,5,1,6,2,2,1,2,2,2,2,,2,
497,6,1,2,2,2,1,2,2,2,2,,2,
497,7,1,1,2,2,1,1,1,2,2,,2,
497,8,1,3,2,2,2,2,2,2,2,,2,
497,9,1,1,2,2,2,2,2,2,2,,2,
497,10,1,1,2,2,2,2,2,2,2,,2,
497,11,1,5,2,2,2,2,1,2,2,,2,
497,12,1,2,2,1,1,1,2,2,2,,2,
497,13,1,1,2,2,1,2,1,2,98,,2,
498,1,2,1,2,2,2,2,2,2,2,,2,
498,2,2,1,1,1,1,1,1,1,1,2,2,
498,3,2,8,2,2,2,2,2,2,2,,2,
498,4,2,2,2,2,2,2,2,2,2,,2,
498,5,2,9,1,1,1,1,1,1,2,,2,
498,6,2,2,1,2,2,1,1,2,2,,2,
498,7,2,2,1,2,1,1,1,1,1,2,1,2
498,8,2,8,2,2,2,2,2,2,2,,2,
498,9,2,9,2,2,2,2,2,2,2,,2,
498,10,2,1,1,1,1,1,1,1,1,2,1,2
498,11,2,2,2,2,2,2,2,2,2,,2,
498,12,2,1,1,2,2,2,1,2,2,,2,
499,1,1,4,2,1,1,1,2,2,2,,2,
499,2,1,6,1,1,1,2,1,2,1,1,2,
499,3,1,9,2,1,1,2,2,2,2,,2,
499,4,1,1,99,2,1,1,1,1,2,,1,2
499,5,1,1,2,2,1,2,1,2,1,2,2,
499,6,1,1,1,1,1,2,1,2,2,,2,
499,7,1,7,1,1,2,2,2,2,2,,2,
499,8,1,1,1,1,1,2,2,2,2,,2,
499,9,1,1,1,1,1,2,1,2,2,,2,
499,10,1,1,2,2,2,2,1,2,2,,2,
499,11,1,1,2,2,1,2,1,98,98,,2,
499,12,1,2,98,1,1,2,98,2,2,,2,
500,1,2,1,2,2,2,2,2,2,2,,2,
500,2,2,1,2,2,2,2,2,2,2,,2,
500,3,2,2,1,1,1,1,1,2,2,,2,
500,4,2,1,2,2,2,1,2,1,1,2,1,2
500,5,2,1,2,2,2,2,2,2,2,,2,
500,6,2,1,2,2,2,2,2,2,2,,2,
500,7,2,8,1,2,2,2,2,2,2,,2,
500,8,2,2,2,2,2,2,2,2,2,,2,
500,9,2,1,1,1,2,1,2,2,2,,2,
500,10,2,1,2,2,2,2,2,2,2,,2,
500,11,2,2,2,2,2,2,2,2,2,,2,
500,12,2,1,1,1,1,1,1,1,2,,2,
501,1,1,1,1,1,1,2,1,2,1,1,2,
501,2,1,5,1,1,1,98,1,1,2,,2,
501,3,1,2,1,2,2,2,1,2,1,2,2,
501,4,1,3,1,1,1,2,1,2,2,,2,
501,5,1,7,1,1,1,1,1,1,1,3,2,
501,6,1,1,2,2,1,1,1,1,1,3,2,
501,7,1,4,1,1,1,1,2,2,2,,2,
501,9,1,2,2,2,1,1,1,1,1,2,2,
501,10,1,2,2,2,1,2,2,2,2,,2,
501,11,1,9,98,2,2,2,2,2,2,,2,
501,12,1,8,98,1,1,2,2,2,2,,2,
501,13,1,2,2,1,1,2,2,2,2,,2,
502,1,2,1,1,1,2,1,2,2,2,,2,
502,2,2,1,1,1,1,2,2,2,2,,2,
502,3,2,2,2,2,2,2,2,2,2,,2,
502,4,2,1,2,2,2,2,2,2,2,,2,
502,5,2,1,2,2,2,2,2,2,2,,2,
502,6,2,1,1,2,2,2,2,2,2,,2,
502,7,2,1,1,1,1,2,1,1,1,1,2,
502,8,2,1,2,2,2,2,2,2,2,,2,
502,9,2,1,1,2,2,1,1,2,2,,2,
502,10,2,2,2,2,2,2,2,2,2,,2,
502,11,2,1,2,2,2,2,2,2,2,,2,
502,12,2,1,1,1,2,1,2,2,2,,2,
503,1,1,1,1,1,1,2,2,2,2,,2,
503,2,1,1,1,1,1,98,1,99,98,,2,
503,3,1,1,1,1,1,1,1,2,2,,2,
503,4,1,1,1,1,1,2,1,2,2,,2,
503,5,1,1,1,1,1,2,1,2,2,,2,
503,6,1,4,2,2,2,2,2,2,2,,2,
503,7,1,1,2,2,2,2,2,2,2,,2,
503,8,1,1,2,2,1,1,1,1,1,1,2,
503,9,1,1,1,1,1,1,1,1,1,3,1,1
503,10,1,5,2,1,1,2,2,2,2,,2,
503,11,1,2,2,2,1,1,2,1,2,,2,
503,12,1,2,2,1,2,2,2,2,2,,2,
504,1,2,1,1,1,1,2,2,2,2,,2,
504,2,2,1,1,1,1,2,1,2,2,,2,
504,3,2,1,1,1,1,2,2,2,2,,2,
504,4,2,1,1,1,1,2,1,1,2,,2,
504,5,2,1,1,1,1,1,1,1,2,,2,
504,6,2,1,1,1,1,2,2,2,2,,2,
504,7,2,1,1,1,1,1,1,2,2,,2,
504,8,2,4,1,1,1,2,2,2,2,,2,
504,9,2,1,1,1,1,1,1,1,2,,2,
504,10,2,7,2,2,2,2,2,2,2,,2,
504,11,2,1,2,2,2,2,2,2,2,,2,
504,12,2,1,1,1,1,2,1,2,2,,2,
505,1,1,2,1,1,1,1,1,1,1,3,1,2
505,2,1,1,2,2,2,2,2,2,2,,2,
505,3,1,2,2,1,2,1,1,1,1,1,1,1
505,4,1,1,2,2,2,2,2,2,2,,2,
505,5,1,1,1,1,1,1,1,1,1,2,1,1
505,6,1,1,1,1,1,1,1,1,1,2,2,
505,7,1,5,2,2,2,2,2,2,2,,2,
505,8,1,7,1,1,1,1,1,1,1,3,2,
505,9,1,2,1,1,1,1,1,1,1,2,2,
505,10,1,1,1,1,1,1,1,1,1,2,2,
505,11,1,7,2,2,2,2,2,2,2,,2,
505,12,1,7,1,1,1,1,1,1,1,3,1,3
506,1,2,1,1,1,1,2,2,2,2,,2,
506,2,2,2,1,1,1,1,1,1,1,1,2,
506,3,2,1,1,1,1,2,2,1,2,,2,
506,4,2,2,1,1,1,2,1,2,2,,2,
506,5,2,1,1,1,1,2,1,2,2,,2,
506,6,2,5,1,1,1,2,2,2,2,,2,
506,7,2,2,1,1,1,2,2,2,2,,2,
506,8,2,1,1,1,1,2,1,2,2,,2,
506,9,2,1,1,1,1,2,2,2,2,,2,
506,10,2,1,2,2,2,2,2,2,2,,2,
506,11,2,1,1,1,1,2,1,2,2,,2,
506,12,2,1,1,1,1,1,1,1,1,3,1,3
507,1,1,2,2,2,1,2,2,2,2,,2,
507,2,1,1,2,2,2,2,2,2,2,,2,
507,3,1,1,2,2,1,2,1,1,2,,2,
507,4,1,1,1,2,2,2,1,2,2,,2,
507,5,1,1,2,2,2,2,1,2,2,,2,
507,6,1,3,2,2,2,2,2,2,2,,2,
507,7,1,1,1,1,1,2,1,1,2,,2,
507,8,1,1,2,2,2,2,2,2,2,,2,
507,9,1,1,1,2,1,1,1,2,2,,2,
507,10,1,2,2,1,1,2,2,2,2,,2,
507,11,1,1,1,1,1,2,1,98,1,1,2,
507,12,1,1,2,2,2,2,2,2,2,,2,
508,1,1,4,2,2,1,1,2,2,2,,2,
508,2,1,3,2,2,1,2,2,1,2,,2,
508,3,1,1,2,2,1,2,1,1,1,2,1,2
508,4,1,1,2,1,1,2,1,1,2,,2,
508,5,1,5,1,1,1,1,2,2,2,,2,
508,6,1,5,1,1,1,2,1,2,2,,2,
508,7,1,2,1,1,1,2,1,2,2,,2,
508,8,1,4,1,1,1,2,1,2,2,,2,
508,9,1,9,2,2,2,2,2,2,2,,2,
508,10,1,5,1,1,1,2,1,2,2,,2,
508,11,1,1,2,2,2,2,2,2,2,,2,
508,12,1,1,1,1,1,2,2,2,2,,2,
509,1,2,1,2,2,2,2,2,2,2,,2,
509,2,2,2,2,2,2,2,2,2,2,,2,
509,3,2,15,1,1,1,2,1,2,2,,2,
509,4,2,1,2,2,2,2,2,2,2,,2,
509,5,2,1,2,2,2,2,2,2,2,,2,
509,6,2,2,2,2,2,2,2,2,2,,2,
509,7,2,14,2,1,1,2,2,2,2,,2,
509,9,2,1,1,2,2,2,2,2,2,,2,
509,10,2,2,1,2,1,1,1,2,1,1,2,
509,11,2,1,2,2,2,2,2,2,2,,2,
509,12,2,1,1,1,2,2,1,2,2,,2,
509,13,2,2,2,2,2,2,2,2,2,,2,
510,1,1,2,2,2,2,2,2,2,2,,2,
510,2,1,11,2,1,1,2,2,2,2,,2,
510,3,1,1,2,2,1,2,2,2,2,,2,
510,4,1,1,2,2,2,2,2,2,2,,2,
510,5,1,1,2,2,2,2,2,2,2,,2,
510,6,1,1,2,2,2,2,2,2,2,,2,
510,7,1,8,2,2,1,2,2,2,2,,2,
510,8,1,1,2,2,2,2,2,2,2,,2,
510,10,1,1,2,2,2,2,2,2,2,,2,
510,11,1,1,2,2,2,2,2,2,2,,2,
510,13,1,15,2,2,2,2,2,98,98,,2,
510,14,1,1,1,1,1,2,2,2,2,,2,
511,1,2,1,2,2,2,2,2,2,2,,2,
511,2,2,2,1,1,1,1,1,2,1,2,2,
511,3,2,1,1,1,1,1,1,1,1,2,2,
511,4,2,1,1,2,2,2,2,1,1,1,2,
511,5,2,1,2,2,2,2,2,2,2,,2,
511,6,2,2,2,2,2,2,2,2,2,,2,
511,7,2,1,2,2,2,2,2,2,2,,2,
511,8,2,2,2,2,2,2,2,2,2,,2,
511,9,2,1,1,1,1,1,1,2,1,1,2,
511,10,2,1,1,2,2,1,1,1,1,1,2,
511,11,2,2,1,1,2,1,1,1,2,,2,
511,12,2,1,2,2,2,2,2,2,2,,2,
512,1,1,2,2,2,2,2,2,2,2,,2,
512,2,1,3,2,1,1,1,2,1,2,,2,
